,ID_interwencji,ID_wyposazenia
180840,60128,34196
180841,60128,52845
180842,60129,30063
180843,60129,49928
180844,60129,58813
180845,60129,22917
180846,60129,50898
180847,60130,39865
180848,60130,49751
180849,60130,20357
180850,60131,44218
180851,60131,12117
180852,60131,38446
180853,60132,27204
180854,60132,3520
180855,60133,58256
180856,60133,47782
180857,60133,16252
180858,60134,27641
180859,60134,1299
180860,60134,40715
180861,60134,53301
180862,60134,53594
180863,60135,49609
180864,60136,53834
180865,60136,56662
180866,60137,4013
180867,60137,18889
180868,60137,15928
180869,60137,38975
180870,60138,10499
180871,60138,35430
180872,60138,39046
180873,60138,40143
180874,60138,37749
180875,60139,29756
180876,60140,7106
180877,60140,29659
180878,60140,51539
180879,60140,59526
180880,60141,20285
180881,60142,38726
180882,60143,1193
180883,60144,20854
180884,60144,8008
180885,60144,58048
180886,60145,234
180887,60145,10035
180888,60146,45597
180889,60146,48390
180890,60146,57238
180891,60146,9941
180892,60146,20921
180893,60147,33471
180894,60147,5534
180895,60148,5954
180896,60148,8022
180897,60149,36464
180898,60150,23464
180899,60150,4136
180900,60151,43623
180901,60152,632
180902,60152,37088
180903,60152,35625
180904,60152,10188
180905,60152,16428
180906,60153,4268
180907,60154,33760
180908,60154,17306
180909,60155,58421
180910,60155,30930
180911,60156,18660
180912,60156,8894
180913,60156,46259
180914,60157,37646
180915,60157,56745
180916,60157,46247
180917,60158,20880
180918,60158,32804
180919,60158,32197
180920,60158,57528
180921,60158,17668
180922,60159,6315
180923,60159,23342
180924,60160,22447
180925,60160,22100
180926,60160,28861
180927,60160,46265
180928,60160,4958
180929,60161,25286
180930,60161,36514
180931,60161,23057
180932,60161,52416
180933,60161,39211
180934,60162,2671
180935,60162,3176
180936,60163,8506
180937,60164,51228
180938,60164,43102
180939,60164,16808
180940,60164,21655
180941,60165,10777
180942,60165,39991
180943,60165,6589
180944,60165,2094
180945,60166,28029
180946,60166,46379
180947,60166,32388
180948,60166,26553
180949,60167,39198
180950,60167,24760
180951,60167,58598
180952,60167,35460
180953,60167,44700
180954,60168,55584
180955,60168,28949
180956,60168,33042
180957,60168,56297
180958,60169,18430
180959,60169,29098
180960,60169,22384
180961,60169,33930
180962,60169,34534
180963,60170,14422
180964,60171,13260
180965,60171,939
180966,60172,57188
180967,60172,22274
180968,60172,38008
180969,60173,51298
180970,60174,49415
180971,60175,40985
180972,60175,27668
180973,60175,10898
180974,60176,53700
180975,60177,39960
180976,60177,12566
180977,60177,49841
180978,60177,51596
180979,60178,48814
180980,60178,2050
180981,60178,48882
180982,60178,9400
180983,60178,22306
180984,60179,59605
180985,60180,48498
180986,60180,7670
180987,60180,12589
180988,60180,58850
180989,60180,37562
180990,60181,39391
180991,60181,23375
180992,60182,27172
180993,60182,48185
180994,60182,50782
180995,60182,26984
180996,60182,23473
180997,60183,47045
180998,60184,2376
180999,60184,25185
181000,60184,23759
181001,60184,12815
181002,60184,1578
181003,60185,7075
181004,60185,13086
181005,60186,2990
181006,60186,21766
181007,60186,8160
181008,60186,37591
181009,60187,32270
181010,60187,58031
181011,60187,2070
181012,60187,9122
181013,60188,3965
181014,60188,56965
181015,60189,4099
181016,60189,39953
181017,60189,7598
181018,60189,18518
181019,60189,948
181020,60190,57748
181021,60190,51464
181022,60190,10125
181023,60190,49125
181024,60191,35069
181025,60191,31979
181026,60191,42032
181027,60192,18545
181028,60192,48424
181029,60193,5625
181030,60193,39447
181031,60193,52331
181032,60194,9595
181033,60194,25414
181034,60194,13828
181035,60194,13189
181036,60195,43151
181037,60195,32927
181038,60195,11446
181039,60196,11569
181040,60196,46399
181041,60196,24723
181042,60197,45166
181043,60197,16886
181044,60198,41707
181045,60198,8334
181046,60198,24990
181047,60199,10676
181048,60199,57647
181049,60200,385
181050,60200,10678
181051,60201,49277
181052,60201,12146
181053,60201,22609
181054,60201,59888
181055,60201,2360
181056,60202,15334
181057,60202,2355
181058,60202,57906
181059,60202,6575
181060,60203,5218
181061,60203,40542
181062,60203,46027
181063,60204,43173
181064,60204,7489
181065,60204,5624
181066,60204,30430
181067,60205,10074
181068,60205,13128
181069,60205,59082
181070,60205,35354
181071,60205,38040
181072,60206,46895
181073,60207,20882
181074,60207,32010
181075,60207,38058
181076,60208,29126
181077,60208,22340
181078,60208,21690
181079,60209,16969
181080,60209,33399
181081,60209,56018
181082,60209,23319
181083,60210,26481
181084,60211,19212
181085,60211,38429
181086,60212,41921
181087,60212,28088
181088,60212,32842
181089,60212,10772
181090,60212,33589
181091,60213,44241
181092,60214,6375
181093,60214,49916
181094,60214,2359
181095,60214,50
181096,60215,31072
181097,60216,28567
181098,60217,7312
181099,60218,59829
181100,60219,7423
181101,60219,8038
181102,60219,7821
181103,60219,35351
181104,60220,27653
181105,60221,8753
181106,60221,25040
181107,60222,20894
181108,60222,24391
181109,60223,17479
181110,60224,2542
181111,60225,8311
181112,60225,28979
181113,60226,46224
181114,60226,40426
181115,60226,30904
181116,60226,23150
181117,60226,2503
181118,60227,2240
181119,60228,11824
181120,60228,32510
181121,60228,22970
181122,60229,34848
181123,60229,35068
181124,60230,3624
181125,60231,38418
181126,60232,29037
181127,60232,35881
181128,60232,19552
181129,60232,36180
181130,60233,8275
181131,60233,4446
181132,60233,24824
181133,60233,35923
181134,60234,43811
181135,60234,2864
181136,60235,18604
181137,60236,2216
181138,60237,43015
181139,60237,35100
181140,60237,14871
181141,60238,59198
181142,60238,53289
181143,60238,42745
181144,60238,49840
181145,60238,47050
181146,60239,34508
181147,60239,14289
181148,60239,33961
181149,60239,26979
181150,60240,49114
181151,60240,4026
181152,60240,9045
181153,60240,5512
181154,60240,21959
181155,60241,30925
181156,60242,21256
181157,60242,36947
181158,60242,54461
181159,60243,41185
181160,60243,48657
181161,60243,46323
181162,60244,12364
181163,60245,38137
181164,60246,39615
181165,60246,17329
181166,60247,59652
181167,60248,11905
181168,60249,7795
181169,60249,48798
181170,60249,57971
181171,60250,13265
181172,60251,6471
181173,60251,20698
181174,60251,26000
181175,60251,51410
181176,60251,40649
181177,60252,36164
181178,60252,19213
181179,60252,34503
181180,60252,44169
181181,60253,11956
181182,60253,28042
181183,60253,59335
181184,60254,47502
181185,60254,17691
181186,60254,55915
181187,60255,40794
181188,60255,10225
181189,60255,11496
181190,60255,18668
181191,60255,24516
181192,60256,4317
181193,60256,8542
181194,60256,16374
181195,60257,35271
181196,60257,30068
181197,60258,59299
181198,60258,30511
181199,60258,48183
181200,60258,19478
181201,60259,34468
181202,60259,12949
181203,60259,43563
181204,60260,7112
181205,60260,51323
181206,60260,43686
181207,60260,50769
181208,60260,48975
181209,60261,13197
181210,60262,51638
181211,60262,8668
181212,60262,44650
181213,60262,1297
181214,60262,7138
181215,60263,45752
181216,60264,30370
181217,60264,17027
181218,60264,15090
181219,60264,31277
181220,60264,32590
181221,60265,39001
181222,60265,9442
181223,60265,33602
181224,60265,48481
181225,60266,15515
181226,60266,48576
181227,60267,4725
181228,60268,41379
181229,60269,203
181230,60269,21882
181231,60269,18468
181232,60269,39317
181233,60270,1578
181234,60270,52441
181235,60270,37401
181236,60270,35443
181237,60270,27533
181238,60271,55248
181239,60271,37129
181240,60271,3031
181241,60271,42725
181242,60272,6466
181243,60272,34618
181244,60272,15061
181245,60272,24087
181246,60272,195
181247,60273,12106
181248,60273,17934
181249,60273,57777
181250,60273,33522
181251,60274,37389
181252,60274,41435
181253,60274,36883
181254,60274,34136
181255,60274,4416
181256,60275,39207
181257,60276,11577
181258,60277,8580
181259,60277,52643
181260,60277,18507
181261,60277,41531
181262,60277,15950
181263,60278,6712
181264,60278,26466
181265,60278,53032
181266,60278,27265
181267,60278,3385
181268,60279,58160
181269,60279,9539
181270,60279,44963
181271,60280,14662
181272,60280,22229
181273,60280,23258
181274,60281,48696
181275,60281,8012
181276,60281,57699
181277,60281,55420
181278,60281,6579
181279,60282,11726
181280,60282,8539
181281,60282,28097
181282,60282,58852
181283,60282,28234
181284,60283,26805
181285,60284,23927
181286,60285,49262
181287,60285,13709
181288,60285,26972
181289,60285,48366
181290,60286,55216
181291,60286,17515
181292,60286,4045
181293,60286,34013
181294,60287,43599
181295,60287,51178
181296,60288,44213
181297,60288,8894
181298,60288,1886
181299,60288,24240
181300,60289,22279
181301,60289,29851
181302,60289,51221
181303,60289,12620
181304,60289,47259
181305,60290,3116
181306,60290,5491
181307,60291,5171
181308,60291,13879
181309,60291,54757
181310,60291,7948
181311,60292,29792
181312,60292,30409
181313,60292,17982
181314,60292,51455
181315,60293,10875
181316,60294,21462
181317,60294,15486
181318,60294,23521
181319,60295,57044
181320,60295,9986
181321,60295,25325
181322,60296,20919
181323,60297,15814
181324,60297,7110
181325,60298,26688
181326,60298,35947
181327,60298,1858
181328,60299,18293
181329,60299,16585
181330,60299,57370
181331,60299,5649
181332,60299,34922
181333,60300,45601
181334,60300,19997
181335,60300,56917
181336,60301,36626
181337,60301,5049
181338,60301,54449
181339,60301,1345
181340,60302,6389
181341,60302,56792
181342,60302,11973
181343,60303,52567
181344,60303,24202
181345,60303,25259
181346,60304,28066
181347,60304,41344
181348,60304,32921
181349,60304,12831
181350,60305,48972
181351,60305,14038
181352,60305,26718
181353,60306,8209
181354,60306,33259
181355,60306,40292
181356,60306,45189
181357,60306,13546
181358,60307,45042
181359,60307,10240
181360,60308,42483
181361,60308,58566
181362,60308,13269
181363,60309,15397
181364,60309,57360
181365,60310,20316
181366,60310,40682
181367,60311,25560
181368,60311,36519
181369,60311,19840
181370,60311,40520
181371,60312,33627
181372,60312,46240
181373,60312,13283
181374,60312,52171
181375,60313,31782
181376,60313,3529
181377,60313,27367
181378,60314,30615
181379,60314,56157
181380,60314,20368
181381,60314,16510
181382,60315,52397
181383,60316,51492
181384,60316,20487
181385,60317,40535
181386,60318,55253
181387,60318,18422
181388,60318,8005
181389,60318,34488
181390,60319,35951
181391,60320,56611
181392,60320,47117
181393,60320,18781
181394,60320,48378
181395,60320,17033
181396,60321,45300
181397,60321,30409
181398,60321,53029
181399,60321,18856
181400,60322,43943
181401,60322,4558
181402,60322,46277
181403,60322,53104
181404,60322,11512
181405,60323,36828
181406,60323,10286
181407,60323,3870
181408,60324,27281
181409,60324,54853
181410,60324,20230
181411,60325,51978
181412,60325,38066
181413,60325,14007
181414,60326,38846
181415,60326,47886
181416,60327,50161
181417,60328,59037
181418,60328,6240
181419,60328,58042
181420,60328,45731
181421,60329,24874
181422,60329,16986
181423,60329,15393
181424,60329,27722
181425,60329,31704
181426,60330,57614
181427,60331,16260
181428,60332,11410
181429,60332,34261
181430,60332,49600
181431,60333,3538
181432,60333,50991
181433,60333,47212
181434,60334,11770
181435,60334,32262
181436,60334,58632
181437,60334,15643
181438,60335,30494
181439,60335,29964
181440,60335,34556
181441,60335,28375
181442,60336,40417
181443,60336,59450
181444,60336,37890
181445,60337,11723
181446,60338,29333
181447,60339,2126
181448,60340,45773
181449,60340,10151
181450,60340,8540
181451,60340,26978
181452,60340,37147
181453,60341,7174
181454,60341,9576
181455,60341,57214
181456,60342,16858
181457,60342,58223
181458,60343,4727
181459,60343,12365
181460,60343,41607
181461,60343,8627
181462,60343,44898
181463,60344,33208
181464,60344,12258
181465,60344,23129
181466,60344,55773
181467,60345,8640
181468,60346,12256
181469,60347,6453
181470,60347,30300
181471,60348,29411
181472,60349,36588
181473,60350,37991
181474,60350,10719
181475,60350,29180
181476,60350,24759
181477,60350,9153
181478,60351,41357
181479,60351,19075
181480,60351,33114
181481,60351,46432
181482,60351,57943
181483,60352,33574
181484,60352,37295
181485,60353,25570
181486,60353,10897
181487,60354,54644
181488,60354,29554
181489,60354,11352
181490,60354,23338
181491,60355,49692
181492,60356,9204
181493,60357,15930
181494,60357,37512
181495,60357,21891
181496,60357,27833
181497,60357,28164
181498,60358,59078
181499,60358,45409
181500,60358,11019
181501,60358,52653
181502,60359,58929
181503,60359,7453
181504,60359,57408
181505,60359,8890
181506,60360,58698
181507,60360,46539
181508,60361,56060
181509,60361,27909
181510,60362,35407
181511,60362,32901
181512,60362,59646
181513,60362,45848
181514,60362,35326
181515,60363,6171
181516,60364,13365
181517,60364,10476
181518,60365,7376
181519,60365,22973
181520,60365,31599
181521,60365,43090
181522,60366,57164
181523,60366,37299
181524,60366,17979
181525,60366,5360
181526,60366,5654
181527,60367,38724
181528,60367,27874
181529,60368,14047
181530,60368,47771
181531,60369,41780
181532,60369,45868
181533,60369,33906
181534,60369,7372
181535,60369,47333
181536,60370,35441
181537,60370,19888
181538,60370,16667
181539,60370,38165
181540,60370,58459
181541,60371,23054
181542,60371,4743
181543,60371,8312
181544,60371,6398
181545,60372,35925
181546,60372,2135
181547,60373,19632
181548,60373,51631
181549,60373,50286
181550,60373,4074
181551,60374,24576
181552,60374,25412
181553,60374,32731
181554,60374,8116
181555,60374,3089
181556,60375,3069
181557,60376,30406
181558,60376,48987
181559,60376,35689
181560,60376,38881
181561,60377,21744
181562,60377,52934
181563,60377,37843
181564,60378,52050
181565,60379,57030
181566,60379,29876
181567,60380,48129
181568,60380,40251
181569,60380,45030
181570,60380,35532
181571,60381,5923
181572,60381,13174
181573,60381,10893
181574,60381,37833
181575,60381,35804
181576,60382,16806
181577,60382,27829
181578,60382,39208
181579,60383,22194
181580,60383,47501
181581,60383,31590
181582,60383,2800
181583,60383,53232
181584,60384,47942
181585,60384,2699
181586,60384,40094
181587,60385,18136
181588,60386,27063
181589,60386,43863
181590,60386,26294
181591,60386,20523
181592,60387,54643
181593,60388,21948
181594,60388,23074
181595,60388,11428
181596,60388,42622
181597,60389,27328
181598,60389,52284
181599,60390,9108
181600,60390,42331
181601,60390,50672
181602,60391,45305
181603,60391,11780
181604,60392,17974
181605,60392,57693
181606,60392,34197
181607,60392,17725
181608,60392,24962
181609,60393,40152
181610,60394,53646
181611,60394,26191
181612,60395,46198
181613,60395,30007
181614,60395,35745
181615,60396,44009
181616,60396,50669
181617,60397,18994
181618,60397,15076
181619,60397,50748
181620,60397,895
181621,60398,48048
181622,60398,54533
181623,60398,1575
181624,60398,45788
181625,60399,37548
181626,60400,21237
181627,60400,53047
181628,60401,22313
181629,60401,55439
181630,60401,44024
181631,60401,9072
181632,60401,17091
181633,60402,2303
181634,60402,58209
181635,60402,18670
181636,60402,43695
181637,60402,2119
181638,60403,39072
181639,60404,20387
181640,60404,38595
181641,60404,58183
181642,60405,40589
181643,60405,8086
181644,60406,22720
181645,60407,27837
181646,60407,22073
181647,60407,24341
181648,60407,23643
181649,60408,34266
181650,60408,24966
181651,60408,7995
181652,60409,51136
181653,60409,57952
181654,60409,58370
181655,60409,31959
181656,60409,32302
181657,60410,20586
181658,60411,24008
181659,60411,39296
181660,60411,45930
181661,60411,59222
181662,60412,49815
181663,60412,40578
181664,60412,20402
181665,60413,57845
181666,60413,54272
181667,60413,58861
181668,60414,34632
181669,60414,30383
181670,60415,18464
181671,60415,21814
181672,60415,35612
181673,60416,19399
181674,60416,23183
181675,60416,759
181676,60417,40750
181677,60418,4232
181678,60419,9875
181679,60420,21650
181680,60421,42142
181681,60422,51557
181682,60422,54841
181683,60422,29230
181684,60422,48412
181685,60422,27033
181686,60423,25920
181687,60423,9603
181688,60423,55737
181689,60423,21345
181690,60424,40245
181691,60425,18722
181692,60425,2361
181693,60425,33306
181694,60425,27118
181695,60425,30815
181696,60426,34603
181697,60426,35842
181698,60426,25066
181699,60427,36510
181700,60427,31415
181701,60427,13108
181702,60427,56567
181703,60427,738
181704,60428,54841
181705,60428,12450
181706,60428,37881
181707,60428,28781
181708,60428,6095
181709,60429,27336
181710,60429,54912
181711,60429,42772
181712,60429,59158
181713,60430,25447
181714,60430,18849
181715,60430,54969
181716,60431,33453
181717,60431,52711
181718,60431,29857
181719,60431,9049
181720,60431,45099
181721,60432,54357
181722,60432,9596
181723,60432,2489
181724,60432,47978
181725,60433,31894
181726,60433,3666
181727,60433,8108
181728,60433,56436
181729,60433,54
181730,60434,27168
181731,60434,13994
181732,60434,43074
181733,60435,53733
181734,60435,48268
181735,60435,13145
181736,60435,56795
181737,60435,52135
181738,60436,34607
181739,60436,8618
181740,60436,52763
181741,60436,53189
181742,60436,15953
181743,60437,13444
181744,60437,7454
181745,60437,5640
181746,60437,16040
181747,60438,39222
181748,60439,32575
181749,60439,26532
181750,60440,1807
181751,60440,32687
181752,60440,6339
181753,60440,42721
181754,60441,58635
181755,60442,35643
181756,60442,42110
181757,60442,28531
181758,60442,57316
181759,60442,38117
181760,60443,11059
181761,60443,44437
181762,60444,38308
181763,60444,21929
181764,60444,34351
181765,60445,10292
181766,60446,33055
181767,60446,26955
181768,60447,47972
181769,60447,35410
181770,60448,38098
181771,60449,17132
181772,60449,8360
181773,60449,29668
181774,60450,22589
181775,60450,36796
181776,60450,842
181777,60450,53323
181778,60450,42573
181779,60451,33789
181780,60451,16539
181781,60451,6070
181782,60451,37715
181783,60451,4472
181784,60452,17856
181785,60452,24439
181786,60452,3769
181787,60452,51799
181788,60452,48526
181789,60453,44616
181790,60454,7274
181791,60454,2458
181792,60455,56715
181793,60455,59420
181794,60455,22306
181795,60455,59059
181796,60455,15188
181797,60456,928
181798,60456,41466
181799,60457,3101
181800,60458,35448
181801,60458,56995
181802,60459,51866
181803,60459,41365
181804,60459,38389
181805,60460,18014
181806,60460,12572
181807,60461,41229
181808,60461,23453
181809,60461,7804
181810,60462,42333
181811,60462,39689
181812,60463,38498
181813,60463,33066
181814,60464,54628
181815,60464,29213
181816,60464,11722
181817,60465,59836
181818,60466,29186
181819,60466,19506
181820,60466,18212
181821,60466,41111
181822,60467,17168
181823,60467,41451
181824,60468,22083
181825,60469,16609
181826,60469,23847
181827,60469,14585
181828,60470,15642
181829,60471,55381
181830,60471,49860
181831,60471,57200
181832,60472,29752
181833,60472,30054
181834,60473,48325
181835,60473,29477
181836,60473,43715
181837,60473,20406
181838,60473,47779
181839,60474,21893
181840,60475,37033
181841,60475,15403
181842,60475,33233
181843,60476,7562
181844,60476,58571
181845,60476,42860
181846,60477,53837
181847,60478,49236
181848,60478,12374
181849,60478,38504
181850,60479,48680
181851,60479,35887
181852,60479,49342
181853,60479,25739
181854,60479,40946
181855,60480,32808
181856,60480,58678
181857,60481,9296
181858,60481,55464
181859,60481,48694
181860,60481,34696
181861,60482,40406
181862,60482,46751
181863,60483,18765
181864,60484,39481
181865,60484,8687
181866,60485,6534
181867,60485,58859
181868,60485,16073
181869,60485,39183
181870,60486,10500
181871,60486,9480
181872,60486,14694
181873,60486,34405
181874,60487,28030
181875,60487,19625
181876,60487,10582
181877,60487,21993
181878,60488,21394
181879,60488,44393
181880,60488,57070
181881,60488,1426
181882,60488,10690
181883,60489,57147
181884,60489,39627
181885,60489,37832
181886,60489,50809
181887,60490,17745
181888,60490,14511
181889,60490,54338
181890,60490,1958
181891,60491,16347
181892,60491,49804
181893,60491,10074
181894,60491,7026
181895,60491,46930
181896,60492,28845
181897,60493,487
181898,60493,55540
181899,60493,52689
181900,60493,4427
181901,60493,21731
181902,60494,38367
181903,60494,6742
181904,60494,59513
181905,60494,55215
181906,60494,30907
181907,60495,1025
181908,60495,35115
181909,60496,48504
181910,60496,29079
181911,60496,41166
181912,60496,48082
181913,60496,20313
181914,60497,19962
181915,60497,16000
181916,60497,56931
181917,60498,31272
181918,60499,54511
181919,60500,11550
181920,60500,46077
181921,60500,33861
181922,60500,26909
181923,60500,9067
181924,60501,2347
181925,60501,34906
181926,60502,41628
181927,60502,42352
181928,60503,18254
181929,60504,59835
181930,60504,59735
181931,60504,39256
181932,60505,25629
181933,60505,38904
181934,60505,59363
181935,60505,33009
181936,60506,25295
181937,60506,10309
181938,60506,12451
181939,60506,58414
181940,60507,43983
181941,60508,34215
181942,60509,45268
181943,60510,17010
181944,60510,10021
181945,60510,20421
181946,60510,3408
181947,60510,53700
181948,60511,45174
181949,60511,21645
181950,60511,38818
181951,60512,8960
181952,60512,54361
181953,60512,6791
181954,60512,37948
181955,60513,4234
181956,60513,23970
181957,60513,26741
181958,60513,3358
181959,60514,37620
181960,60515,11240
181961,60515,10380
181962,60515,5241
181963,60515,31361
181964,60516,34744
181965,60516,51960
181966,60517,24693
181967,60517,16265
181968,60517,7081
181969,60517,31014
181970,60517,1650
181971,60518,38104
181972,60518,21231
181973,60519,13632
181974,60520,47633
181975,60520,50024
181976,60520,56290
181977,60520,51727
181978,60520,50325
181979,60521,29769
181980,60522,42736
181981,60522,14678
181982,60522,35016
181983,60523,13186
181984,60523,155
181985,60523,22821
181986,60524,5651
181987,60524,51907
181988,60524,43824
181989,60525,12267
181990,60526,1971
181991,60527,56724
181992,60527,58705
181993,60528,37806
181994,60529,50708
181995,60529,2412
181996,60529,19673
181997,60530,5881
181998,60530,9414
181999,60531,52347
182000,60531,43393
182001,60531,41122
182002,60531,41159
182003,60532,8432
182004,60532,54272
182005,60532,27157
182006,60532,41820
182007,60532,8323
182008,60533,14593
182009,60533,58708
182010,60533,27051
182011,60533,49626
182012,60533,17004
182013,60534,59391
182014,60534,19994
182015,60535,17385
182016,60535,47691
182017,60535,26917
182018,60536,57616
182019,60536,17998
182020,60537,4420
182021,60537,11324
182022,60537,58496
182023,60538,10789
182024,60538,37458
182025,60539,24441
182026,60539,47545
182027,60539,38241
182028,60539,741
182029,60540,43013
182030,60540,57494
182031,60541,35027
182032,60542,24208
182033,60542,53489
182034,60543,32547
182035,60543,21706
182036,60544,25228
