Unnamed: 0,ID_interwencji,ID_wyposazenia
227,76,4625
228,76,29847
229,77,18869
230,77,4930
231,77,2610
232,78,11987
233,78,4168
234,79,12274
235,79,11166
236,79,13379
237,80,24509
238,81,17469
239,81,4804
240,81,25999
241,81,4498
242,81,14527
243,82,10741
244,83,28871
245,84,26342
246,85,21009
247,85,16495
248,85,14059
249,85,14797
250,85,28831
251,86,16813
252,86,5418
253,86,1313
254,86,22589
255,87,3570
256,87,13269
257,87,20656
258,87,23077
259,87,4130
260,88,29735
261,88,21362
262,88,23948
263,88,12133
264,88,20237
265,89,25072
266,89,19236
267,90,7946
268,91,1837
269,91,18155
270,91,7305
271,91,26186
272,92,28947
273,93,9293
274,93,26471
275,93,23479
276,93,27556
277,94,14728
278,94,12758
279,94,5017
280,95,13918
281,95,4200
282,95,17794
283,95,261
284,96,7538
285,96,5296
286,97,29538
287,97,21885
288,97,14636
289,98,2723
290,98,15654
291,99,1981
292,99,17514
293,99,16717
294,99,8489
295,100,24201
296,100,19399
297,100,12897
298,101,2774
299,101,19753
300,101,20552
301,101,15756
302,101,13585
303,102,10005
304,103,21605
305,103,14006
306,104,23310
307,104,25394
308,105,21923
309,105,18943
310,106,17033
311,106,15216
312,106,12802
313,107,10349
314,108,6205
315,109,17173
316,110,7214
317,110,25481
318,110,8250
319,110,437
320,110,23460
321,111,17850
322,112,23307
323,113,26347
324,113,376
325,113,2661
326,113,14657
327,113,25722
328,114,21965
329,114,10415
330,114,19025
331,114,20296
332,114,19183
333,115,1726
334,115,4791
335,115,2415
336,115,14373
337,116,25100
338,116,21743
339,116,3142
340,117,14415
341,117,27148
342,117,9601
343,118,19716
344,118,1797
345,118,9063
346,118,11198
347,118,11828
348,119,18913
349,119,3559
350,119,6909
351,120,23422
352,121,15256
353,121,11338
354,121,17352
355,121,7785
356,122,17422
357,122,27882
358,122,12461
359,122,6377
360,122,9504
361,123,10382
362,123,10680
363,123,4753
364,123,23506
365,123,7001
366,124,12680
367,125,19190
368,125,18395
369,126,21665
370,126,25260
371,126,11843
372,126,3884
373,126,23142
374,127,11391
375,127,28488
376,127,2324
377,128,25656
378,128,19838
379,129,15308
380,130,26800
381,130,5332
382,130,21952
383,130,370
384,131,20244
385,131,26656
386,132,24444
387,132,1883
388,132,24773
389,133,14078
390,133,738
391,133,271
392,134,8485
393,134,22392
394,134,26846
395,135,1615
396,135,1425
397,135,3241
398,135,12784
399,135,10709
400,136,24017
401,136,6523
402,136,29357
403,136,14417
404,136,8306
405,137,9406
406,137,8680
407,137,20808
408,138,28242
409,138,5507
410,138,28129
411,138,3191
412,139,6224
413,140,15664
414,140,21712
415,141,15409
416,141,9047
417,142,25440
418,143,16409
419,143,8607
420,143,29112
421,143,17172
422,144,13431
423,144,28801
424,144,26602
425,144,9502
426,145,20833
427,146,25859
428,147,15338
429,148,20100
430,148,19557
431,148,7394
432,148,17787
433,149,4967
434,149,11670
435,149,15438
436,149,24511
437,150,5676
438,151,8666
439,151,3284
440,151,16476
441,151,7741
442,152,25920
443,152,13989
444,152,21120
445,152,23793
446,152,12730
447,153,18837
448,153,2467
449,153,1060
450,154,14310
451,154,19
452,155,11452
453,155,22570
454,155,29430
455,155,17394
456,156,1249
457,156,27835
458,156,11381
459,157,9565
460,158,3722
461,158,20872
462,159,22524
463,159,12534
464,160,25774
465,160,27584
466,160,26740
467,160,1958
468,161,22708
469,162,28663
470,162,25003
471,163,2913
472,163,10076
473,163,16584
474,163,4014
475,163,17197
476,164,4981
477,164,8710
478,165,1588
479,165,15412
480,165,22585
481,165,19611
482,165,17375
483,166,17848
484,166,10606
485,166,29388
486,166,11886
487,167,8360
488,168,3883
489,168,19416
490,168,9868
491,168,15450
492,168,6446
493,169,18290
494,169,29917
495,170,17213
496,170,16356
497,170,9462
498,170,25760
499,170,16354
500,171,11362
501,171,26660
502,171,17400
503,172,7763
504,172,20438
505,172,12705
506,172,3108
507,172,9477
508,173,6121
509,174,20460
510,174,22985
511,174,29704
512,174,11414
513,174,15319
514,175,29793
515,175,28071
516,175,22206
517,175,2331
518,176,15061
519,176,14435
520,176,23248
521,176,4098
522,176,7180
523,177,1875
524,177,16483
525,177,16892
526,178,1715
527,178,24321
528,178,4478
529,179,10010
530,179,2101
531,179,17575
532,179,5058
533,179,11467
534,180,29323
535,180,25433
536,180,17489
537,180,28334
538,180,6038
539,181,12401
540,181,18009
541,181,8282
542,182,22634
543,182,24965
544,182,4548
545,182,12188
546,183,14002
547,183,5280
548,183,13554
549,184,27296
550,184,338
551,185,6809
552,185,17677
553,186,18997
554,186,9996
555,186,21945
556,187,27583
557,187,13584
558,187,6092
559,187,11692
560,187,10193
561,188,11392
562,189,21227
563,190,28398
564,190,12991
565,191,21376
566,191,15678
567,192,10341
568,192,25727
569,192,23276
570,192,13712
571,193,19720
572,193,21795
573,193,16177
574,194,25702
575,194,25784
576,195,13904
577,196,23287
578,196,990
579,196,13775
580,196,23985
581,196,5658
582,197,1780
583,197,3832
584,198,28757
585,199,7981
586,199,29828
587,199,7496
588,199,18403
589,200,13056
590,200,5602
591,201,11278
592,201,11613
593,201,5088
594,202,20947
595,202,14773
596,202,8117
597,203,14828
598,203,22329
599,204,14364
600,204,3753
601,204,19348
602,204,4998
603,205,1932
604,205,16769
605,205,20033
606,205,256
607,206,19564
608,206,19747
609,206,7176
610,206,23333
611,206,28882
612,207,16829
613,207,14688
614,208,10336
615,208,4202
616,208,10895
617,209,27360
618,209,21036
619,209,7940
620,210,28423
621,210,12279
622,210,5595
623,210,14727
624,211,21490
625,211,26752
626,211,1969
627,211,25969
628,212,24221
629,213,24615
630,213,19217
631,213,13669
632,213,2212
633,214,12631
634,215,25124
635,215,4164
636,215,16602
637,216,8357
638,216,24666
639,217,883
640,218,23035
641,218,7540
642,218,5568
643,219,23707
644,219,17488
645,219,2883
646,219,6322
647,219,11651
648,220,2164
649,220,23402
650,220,21381
651,220,20349
652,220,22338
653,221,21734
654,222,3022
655,223,12450
656,223,15082
657,223,6370
658,224,24357
659,224,20455
660,224,22937
661,224,23697
662,224,20198
663,225,12074
664,226,28495
665,227,15927
666,227,26492
667,227,25754
668,227,1216
669,228,18659
670,228,14295
671,228,25156
672,228,24884
673,228,20479
674,229,17834
675,230,8256
676,230,9928
677,231,12808
678,231,22516
679,231,18914
680,231,20916
681,231,27479
682,232,24947
683,232,6362
684,233,24441
685,233,7921
686,233,21096
687,233,25419
688,233,22729
689,234,4693
690,234,20612
691,234,18367
692,235,18588
693,236,15505
694,236,27750
695,236,21878
696,236,6436
697,236,16326
698,237,28355
699,237,11884
700,237,17616
701,237,1484
702,237,28176
703,238,963
704,238,3504
705,238,10498
706,239,5413
707,239,18008
708,239,25876
709,239,15949
710,240,18546
711,240,9962
712,240,3769
713,241,7888
714,241,7981
715,241,1572
716,241,450
717,241,17003
718,242,27874
719,242,7740
720,243,13548
721,244,16967
722,244,16496
723,244,15346
724,244,23018
725,245,28320
726,245,6182
727,246,26515
728,246,29966
729,246,10270
730,247,11821
731,248,25475
732,249,14131
733,249,5675
734,249,8745
735,249,1520
736,249,111
737,250,22935
738,250,19875
739,250,18470
740,250,4626
741,251,13005
742,252,23897
743,252,23846
744,252,16306
745,252,26095
746,253,15589
747,254,25073
748,254,17944
749,254,29471
750,254,29742
751,254,9893
752,255,14902
753,255,425
754,255,5008
755,256,11674
756,256,3738
757,257,16954
758,257,7540
759,257,11749
760,257,25115
761,258,10685
762,258,21069
763,258,9512
764,258,26814
765,259,7032
766,259,12518
767,260,22557
768,260,13082
769,260,9453
770,260,17297
771,260,11868
772,261,5233
773,262,1628
774,263,21953
775,263,23149
776,263,12103
777,263,3538
778,263,23098
779,264,10831
780,264,26445
781,264,19609
782,265,17103
783,265,5518
784,266,29400
785,267,10614
786,267,3685
787,267,29738
788,267,29902
789,268,28155
790,268,942
791,268,12034
792,268,7573
793,269,7986
794,269,7137
795,269,24835
796,269,18469
797,269,3337
798,270,2972
799,270,18859
800,270,5477
801,270,18694
802,271,4592
803,271,26193
804,271,12497
805,271,16176
806,271,20475
807,272,2263
808,272,4215
809,273,11513
810,273,26290
811,274,23855
812,274,15005
813,274,20802
814,275,431
815,275,26556
816,275,15649
817,276,2014
818,277,13837
819,278,19286
820,278,2441
821,279,23200
822,279,5909
823,280,6716
824,280,29820
825,281,2309
826,281,3864
827,281,26069
828,281,16506
829,282,10699
830,282,4680
831,282,23128
832,282,25474
833,283,27671
834,283,192
835,283,7238
836,284,3389
837,284,2333
838,284,12026
839,284,10998
840,284,18414
841,285,14710
842,285,3063
843,286,26294
844,286,23903
845,287,21038
846,287,23396
847,288,21910
848,288,9372
849,289,20169
850,289,19225
851,289,23286
852,290,1501
853,290,17509
854,291,11106
855,291,24942
856,291,28255
857,291,28785
858,291,9290
859,292,28989
860,292,4736
861,292,27310
862,292,28322
863,292,25391
864,293,16322
865,293,2756
866,293,1022
867,293,18595
868,293,26145
869,294,14341
870,294,587
871,295,1667
872,295,3076
873,296,4525
874,297,14650
875,297,5172
876,297,11172
877,297,12702
878,297,19777
879,298,26874
880,298,18778
881,298,9176
882,298,16776
883,298,10967
884,299,10261
885,299,4198
886,299,10042
887,299,11653
888,300,29811
889,300,21323
890,300,13347
891,300,6927
892,301,16680
893,301,17661
894,301,13381
895,301,490
896,301,29755
897,302,20037
898,302,21874
899,302,24387
900,302,9078
901,303,1053
902,304,12231
903,304,4147
904,305,18411
905,306,29856
906,307,28835
907,307,29740
908,307,11239
909,308,11920
910,309,12521
911,309,27235
912,309,15375
913,309,23712
914,309,28889
915,310,12856
916,310,8239
917,311,7315
918,311,19691
919,311,2724
920,311,16461
921,311,4462
922,312,20008
923,312,22766
924,312,25082
925,312,29647
926,312,27323
927,313,18369
928,313,4728
929,314,24627
930,314,8204
931,314,13529
932,314,10861
933,315,851
934,316,7477
935,316,22899
936,316,6587
937,316,4384
938,316,24998
939,317,3251
940,317,478
941,317,9099
942,318,18624
943,319,20144
944,319,9651
945,319,20018
946,320,17633
947,320,2041
948,320,26383
949,321,9998
950,321,26734
951,321,11530
952,321,15827
953,322,14973
954,322,23641
955,322,25056
956,322,26456
957,322,13692
958,323,11265
959,324,5451
960,324,25271
961,324,8231
962,324,12015
963,324,18246
964,325,198
965,326,3141
966,327,702
967,327,94
968,328,227
969,328,17776
970,329,9195
971,329,11831
972,330,3823
973,330,11544
974,330,7536
975,330,29494
976,330,11344
977,331,27886
978,332,3778
979,332,25895
980,332,24377
981,332,9912
982,332,4736
983,333,21176
984,333,19560
985,333,15956
986,333,5254
987,333,28087
988,334,14832
989,334,20688
990,334,28813
991,335,22039
992,335,13574
993,335,12703
994,335,24406
995,336,28737
996,336,28103
997,336,13573
998,337,26799
999,337,10130
1000,338,11344
1001,338,25633
1002,338,15601
1003,338,6010
1004,339,5553
1005,339,1004
1006,339,18627
1007,339,21743
1008,339,7961
1009,340,29
1010,340,1272
1011,341,975
1012,341,20495
1013,341,26949
1014,342,18451
1015,342,15399
1016,343,9786
1017,343,28099
1018,343,20041
1019,343,15980
1020,343,13550
1021,344,22345
1022,345,22220
1023,345,1849
1024,345,20289
1025,346,10804
1026,346,13312
1027,346,5800
1028,347,24347
1029,347,14677
1030,347,19087
1031,348,23814
1032,348,24642
1033,348,22114
1034,348,2636
1035,349,29389
1036,349,29710
1037,349,20444
1038,349,28169
1039,350,11319
1040,350,23129
1041,350,6611
1042,350,10610
1043,351,21088
1044,351,1964
1045,351,4038
1046,352,813
1047,352,11655
1048,352,25263
1049,352,25420
1050,353,13671
1051,353,29513
1052,353,20024
1053,353,23619
1054,353,2854
1055,354,20427
1056,354,15393
1057,355,8345
1058,355,9994
1059,356,20501
1060,356,26128
1061,357,17810
1062,358,26814
1063,358,26815
1064,358,17666
1065,358,17148
1066,358,9554
1067,359,5567
1068,359,18572
1069,359,83
1070,359,13713
1071,359,29528
1072,360,19591
1073,360,3248
1074,360,22015
1075,361,4829
1076,362,19046
1077,362,4388
1078,362,24517
1079,362,22410
1080,362,27065
1081,363,12814
1082,363,3763
1083,363,14172
1084,363,5182
1085,363,17932
1086,364,13883
1087,365,14240
1088,365,28213
1089,365,21181
1090,365,9195
1091,365,27098
1092,366,24182
1093,366,7944
1094,366,20845
1095,367,24845
1096,367,10476
1097,368,4082
1098,368,13772
1099,368,3646
1100,369,1053
1101,370,20071
1102,370,15247
1103,371,3028
1104,372,16124
1105,372,3194
1106,372,15857
1107,372,27926
1108,372,20324
1109,373,19683
1110,373,16159
1111,374,336
1112,374,26717
1113,374,29388
1114,374,22437
1115,374,23089
1116,375,17504
1117,375,21130
1118,375,12487
1119,375,21861
1120,376,11689
1121,377,12935
1122,378,26464
1123,378,19355
1124,378,12754
1125,379,27611
1126,379,18979
1127,379,23835
1128,379,4830
1129,380,6927
1130,380,25637
1131,380,3788
1132,381,25656
1133,382,21914
1134,382,26321
1135,382,27024
1136,382,1547
1137,382,11601
1138,383,20316
1139,383,14251
1140,383,13438
1141,384,6071
1142,384,22253
1143,384,7500
1144,384,10767
1145,384,13622
1146,385,13285
1147,385,3055
1148,386,27534
1149,386,21128
1150,386,27796
1151,386,26005
1152,387,24918
1153,388,10546
1154,388,18835
1155,388,3998
1156,388,28014
1157,388,28808
1158,389,23579
1159,390,28200
1160,391,2172
1161,392,2874
1162,392,4634
1163,392,25993
1164,392,26971
1165,392,3966
1166,393,20273
1167,393,17630
1168,394,5496
1169,394,12865
1170,394,7498
1171,395,19720
1172,395,18470
1173,395,21827
1174,396,9455
1175,397,25449
1176,397,9111
1177,397,25582
1178,397,17174
1179,397,16451
1180,398,870
1181,398,16310
1182,399,16385
1183,400,1941
1184,400,1219
1185,400,28808
1186,400,17535
1187,401,21312
1188,402,13833
1189,402,1416
1190,402,13019
1191,402,1891
1192,403,26144
1193,403,10116
1194,403,19365
1195,403,22228
1196,403,2933
1197,404,11404
1198,404,18473
1199,404,665
1200,404,10879
1201,404,13250
1202,405,3644
1203,405,11445
1204,405,2488
1205,405,16528
1206,406,12938
1207,406,9723
1208,407,29443
1209,408,6450
1210,408,21545
1211,408,5808
1212,408,27724
1213,409,16648
1214,410,549
1215,410,2042
1216,410,7034
1217,410,18421
1218,410,25273
1219,411,1708
1220,411,25414
1221,411,15622
1222,411,7107
1223,411,13562
1224,412,27527
1225,412,10205
1226,413,5715
1227,413,20267
1228,413,5468
1229,414,10384
1230,414,2364
1231,415,21258
1232,415,9211
1233,415,12721
1234,415,28931
1235,416,12045
1236,416,24390
1237,417,3602
1238,417,14862
1239,417,5546
1240,418,17382
1241,418,27575
1242,418,26070
1243,419,23828
1244,419,28217
1245,419,12513
1246,420,8189
1247,420,15902
1248,420,18166
1249,421,27355
1250,422,25994
1251,422,16704
1252,422,11785
1253,422,17727
1254,422,6987
1255,423,13225
1256,423,1942
1257,423,10433
1258,423,22764
1259,423,10061
1260,424,26035
1261,425,5467
1262,425,23676
1263,426,9094
1264,426,23212
1265,426,14381
1266,426,13227
1267,427,8467
1268,427,10611
1269,428,26310
1270,428,27305
1271,428,10990
1272,428,18994
1273,428,19871
1274,429,14163
1275,430,12322
1276,430,15142
1277,431,10852
1278,431,9369
1279,431,1778
1280,431,22825
1281,431,14432
1282,432,5743
1283,433,29273
1284,434,26502
1285,434,29878
1286,434,10437
1287,434,7244
1288,434,13309
1289,435,1176
1290,435,12171
1291,435,12148
1292,435,14482
1293,435,21559
1294,436,690
1295,436,23795
1296,436,12324
1297,436,2850
1298,437,11756
1299,438,16892
1300,438,27058
1301,438,23458
1302,439,4765
1303,439,28006
1304,439,15373
1305,440,17194
1306,441,8202
1307,441,19037
1308,441,17027
1309,441,16965
1310,441,10006
1311,442,29820
1312,442,19289
1313,442,15736
1314,443,29082
1315,443,21361
1316,443,28468
1317,444,14952
1318,444,5738
1319,444,2488
1320,444,8349
1321,444,25948
1322,445,20886
1323,445,23464
1324,445,17861
1325,445,16408
1326,446,26491
1327,446,4213
1328,446,26335
1329,446,695
1330,446,25504
1331,447,19228
1332,447,9243
1333,447,21119
1334,447,22353
1335,448,15178
1336,448,2695
1337,448,17008
1338,448,5682
1339,448,21711
1340,449,7844
1341,449,27354
1342,449,4362
1343,449,15817
1344,449,16562
1345,450,7164
1346,451,14398
1347,451,27754
1348,451,1220
1349,451,7023
1350,452,24176
1351,453,15247
1352,453,2347
1353,453,978
1354,453,14187
1355,453,27291
1356,454,17209
1357,454,27995
1358,454,20664
1359,454,17149
1360,454,22804
1361,455,25844
1362,456,6552
1363,456,20564
1364,456,16924
1365,456,12374
1366,457,11251
1367,458,18634
1368,458,23045
1369,459,7065
1370,460,16183
1371,460,2702
1372,460,1582
1373,460,18743
1374,460,20841
1375,461,14046
1376,461,21241
1377,461,15725
1378,461,21390
1379,461,24857
1380,462,17524
1381,462,43
1382,462,7266
1383,463,22816
1384,463,16860
1385,463,21511
1386,463,24941
1387,464,4253
1388,464,21407
1389,464,11199
1390,465,7951
1391,465,1061
1392,465,10733
1393,466,23597
1394,466,11766
1395,467,24280
1396,467,25978
1397,467,15071
1398,467,21262
1399,468,5462
1400,468,1627
1401,468,25217
1402,468,25798
1403,468,12870
1404,469,7786
1405,470,6111
1406,470,11757
1407,471,17228
1408,471,11110
1409,471,23920
1410,471,25958
1411,472,13598
1412,472,21503
1413,472,12868
1414,473,6913
1415,474,15074
1416,474,18182
1417,474,20048
1418,474,14183
1419,475,14844
1420,475,18191
1421,475,26887
1422,475,2687
1423,475,16601
1424,476,16154
1425,476,28647
1426,476,7933
1427,476,25449
1428,477,13868
1429,477,10733
1430,477,27449
1431,478,9067
1432,479,7963
1433,479,1501
1434,479,28354
1435,479,29008
1436,480,28432
1437,480,26798
1438,480,18649
1439,480,14193
1440,481,28343
1441,481,8105
1442,482,26896
1443,482,25474
1444,482,21945
1445,483,14417
1446,484,6205
1447,484,251
1448,484,13790
1449,485,21685
1450,486,21997
1451,487,17553
1452,487,18351
1453,487,16742
1454,487,17325
1455,487,23588
1456,488,18795
1457,488,13881
1458,488,18343
1459,488,7377
1460,488,3119
1461,489,27721
1462,489,17655
1463,490,13106
1464,490,28928
1465,490,25368
1466,491,29655
1467,491,2669
1468,491,27349
1469,492,20326
1470,492,9054
1471,493,9451
1472,493,4511
1473,493,7588
1474,493,12423
1475,493,17695
1476,494,377
1477,494,4102
1478,494,14928
1479,494,25629
1480,494,26486
1481,495,2750
1482,495,7345
1483,495,16846
1484,496,11142
1485,496,10497
1486,497,9053
1487,498,59
1488,498,29761
1489,498,10723
1490,499,23299
1491,499,2668
1492,499,15743
1493,499,25723
1494,499,15049
1495,500,9542
1496,500,28927
1497,501,12104
1498,501,14990
1499,501,9187
1500,501,19613
1501,502,16456
1502,502,25004
1503,502,8646
1504,503,27041
1505,503,18380
1506,504,14909
1507,505,16672
1508,505,3582
1509,506,21723
1510,506,8040
1511,506,4120
1512,506,205
1513,507,1185
1514,507,9961
1515,507,20239
1516,507,5911
1517,507,18707
1518,508,29537
1519,508,621
1520,508,8376
1521,509,5289
1522,509,2496
1523,510,13553
1524,510,20392
1525,510,6427
1526,510,25218
1527,511,13248
1528,511,4951
1529,511,24960
1530,512,2151
1531,512,17317
1532,512,3073
1533,513,2239
1534,513,1369
1535,514,19913
1536,514,28450
1537,514,28255
1538,515,1042
1539,515,10307
1540,515,20488
1541,515,7380
1542,516,20086
1543,516,10867
1544,516,27419
1545,517,7706
1546,517,16672
1547,518,6361
1548,518,21393
1549,519,25369
1550,520,18081
1551,520,25490
1552,520,706
1553,521,18921
1554,521,25162
1555,521,21948
1556,521,941
1557,522,19219
1558,522,27719
1559,522,5308
1560,522,27928
1561,522,29553
1562,523,4757
1563,523,4643
1564,523,10561
1565,523,24807
1566,523,8119
1567,524,29081
1568,524,9985
1569,524,8719
1570,524,25274
1571,524,20724
1572,525,6862
1573,525,14005
1574,525,22357
1575,525,21630
1576,526,17763
1577,527,23050
1578,527,22621
1579,527,29793
1580,527,22781
1581,527,1685
1582,528,16394
1583,528,29536
1584,528,5285
1585,528,16380
1586,529,20698
1587,529,6519
1588,530,27181
1589,530,6500
1590,530,24981
1591,531,27718
1592,531,17108
1593,531,24731
1594,532,28351
1595,532,3444
1596,532,26978
1597,533,12277
1598,533,1246
1599,533,29706
1600,533,8765
1601,533,13548
1602,534,528
1603,534,20095
1604,534,10724
1605,534,7188
1606,535,27889
1607,535,8419
1608,536,17568
1609,536,13014
1610,536,26781
1611,536,24564
1612,536,13116
1613,537,24916
1614,537,21356
1615,537,3901
1616,537,24706
1617,538,2607
1618,538,4582
1619,538,26667
1620,538,21017
1621,538,27174
1622,539,17628
1623,539,19870
1624,539,1408
1625,540,22858
1626,541,10282
1627,541,15275
1628,541,11663
1629,541,9165
1630,541,24073
1631,542,20439
1632,542,1848
1633,542,2549
1634,543,21715
1635,543,17947
1636,543,7051
1637,543,16961
1638,544,13477
1639,545,2294
1640,546,14018
1641,546,29422
1642,546,20491
1643,546,1372
1644,546,13551
1645,547,8936
1646,547,1274
1647,547,13810
1648,547,21824
1649,547,8400
1650,548,6517
1651,548,18028
1652,548,14422
1653,548,22826
1654,549,26750
1655,549,810
1656,549,12241
1657,549,7936
1658,549,2850
1659,550,27601
1660,550,16003
1661,550,18999
1662,550,9929
1663,550,20415
1664,551,2583
1665,551,10674
1666,551,4874
1667,552,27687
1668,552,20973
1669,552,23009
1670,553,8103
1671,553,8664
1672,553,22153
1673,553,13037
1674,553,22316
1675,554,3770
1676,554,4425
1677,554,1897
1678,554,22122
1679,554,17480
1680,555,26831
1681,555,18726
1682,555,29360
1683,556,23705
1684,556,22284
1685,556,24911
1686,557,9572
1687,558,28951
1688,558,3980
1689,558,26493
1690,558,838
1691,559,7830
1692,559,29634
1693,560,29388
1694,561,3077
1695,561,9165
1696,562,12863
1697,563,264
1698,563,13926
1699,564,26502
1700,564,9583
1701,564,14187
1702,564,2699
1703,564,14233
1704,565,48
1705,565,23289
1706,565,24208
1707,566,17200
1708,566,13426
1709,567,21804
1710,567,29237
1711,567,26635
1712,567,13082
1713,567,21382
1714,568,11492
1715,568,18159
1716,569,6293
1717,569,1271
1718,569,18367
1719,570,27651
1720,570,15327
1721,570,5281
1722,571,8232
1723,571,26076
1724,571,535
1725,572,11311
1726,572,17335
1727,572,27510
1728,572,17380
1729,573,1032
1730,573,11763
1731,573,24385
1732,574,4633
1733,574,2861
1734,574,11035
1735,574,12756
1736,575,7746
1737,575,2760
1738,575,13359
1739,575,2348
1740,576,8973
1741,576,17282
1742,576,8284
1743,577,14094
1744,577,28183
1745,577,26757
1746,577,19824
1747,577,17173
1748,578,11776
1749,578,29517
1750,578,13091
1751,578,9300
1752,579,25927
1753,579,7485
1754,579,12282
1755,580,3412
1756,580,8909
1757,580,13664
1758,581,12921
1759,581,24874
1760,582,18439
1761,582,27120
1762,582,4450
1763,582,17911
1764,583,18977
1765,583,25521
1766,583,8031
1767,583,28140
1768,584,1053
1769,585,16462
1770,585,25775
1771,585,1125
1772,585,24032
1773,585,24472
1774,586,4189
1775,586,21290
1776,586,24004
1777,587,23617
1778,588,4759
1779,588,4312
1780,589,13348
1781,589,3520
1782,589,3853
1783,590,4470
1784,590,17752
1785,590,8820
1786,591,27033
1787,591,13088
1788,592,16555
1789,592,23810
1790,592,26261
1791,593,27939
1792,593,19124
1793,594,21378
1794,594,18788
1795,595,5194
1796,595,19602
1797,595,21934
1798,596,28658
1799,596,11990
1800,596,23775
1801,596,1148
1802,597,16210
1803,598,29396
1804,598,21851
1805,598,4590
1806,598,17186
1807,599,14750
1808,599,18885
1809,599,3036
1810,599,20096
1811,599,26936
1812,600,19410
1813,600,5022
1814,601,8772
1815,601,1090
1816,601,343
1817,602,28986
1818,602,24907
1819,602,4442
1820,602,8498
1821,602,14299
1822,603,6980
1823,603,8829
1824,604,17761
1825,604,790
1826,604,26454
1827,604,3662
1828,605,17603
1829,605,11543
1830,605,28600
1831,605,12364
1832,606,4998
1833,606,22670
1834,606,17369
1835,606,24078
1836,606,16161
1837,607,27853
1838,607,2232
1839,607,6418
1840,607,29105
1841,608,14509
1842,608,20347
1843,608,13775
1844,609,28510
1845,609,25234
1846,610,4226
1847,610,28437
1848,610,24893
1849,610,26143
1850,610,11696
1851,611,1312
1852,611,13538
1853,611,14924
1854,611,28172
1855,611,1507
1856,612,26055
1857,612,19840
1858,612,7215
1859,612,242
1860,613,26986
1861,613,11970
1862,613,10732
1863,613,15118
1864,613,1725
1865,614,29357
1866,614,2392
1867,615,12686
1868,616,9773
1869,616,8724
1870,616,28889
1871,616,10365
1872,617,8512
1873,617,12633
1874,618,3011
1875,618,29865
